Global_active_power,Date,Time
0.266,2007-05-12,07:10:00
0.15,2007-05-12,07:20:00
0.148,2007-05-12,07:30:00
1.208,2007-05-12,07:40:00
1.678,2007-05-12,07:50:00
1.318,2007-05-12,08:00:00
1.296,2007-05-12,08:10:00
1.294,2007-05-12,08:20:00
1.34,2007-05-12,08:30:00
1.508,2007-05-12,08:40:00
1.262,2007-05-12,08:50:00
1.3,2007-05-12,09:00:00
1.804,2007-05-12,09:10:00
1.28,2007-05-12,09:20:00
1.364,2007-05-12,09:30:00
1.208,2007-05-12,09:40:00
1.16,2007-05-12,09:50:00
1.168,2007-05-12,10:00:00
1.178,2007-05-12,10:10:00
1.342,2007-05-12,10:20:00
1.228,2007-05-12,10:30:00
1.26,2007-05-12,10:40:00
1.642,2007-05-12,10:50:00
1.578,2007-05-12,11:00:00
1.358,2007-05-12,11:10:00
0.306,2007-05-12,11:20:00
0.152,2007-05-12,11:30:00
0.152,2007-05-12,11:40:00
0.254,2007-05-12,11:50:00
0.322,2007-05-12,12:00:00
0.41,2007-05-12,12:10:00
0.266,2007-05-12,12:20:00
0.258,2007-05-12,12:30:00
0.452,2007-05-12,12:40:00
0.516,2007-05-12,12:50:00
0.384,2007-05-12,13:00:00
0.348,2007-05-12,13:10:00
1.908,2007-05-12,13:20:00
0.672,2007-05-12,13:30:00
0.4,2007-05-12,13:40:00
1.29,2007-05-12,13:50:00
1.66,2007-05-12,14:00:00
1.724,2007-05-12,14:10:00
5.976,2007-05-12,14:20:00
1.78,2007-05-12,14:30:00
1.784,2007-05-12,14:40:00
1.754,2007-05-12,14:50:00
3.804,2007-05-12,15:00:00
3.754,2007-05-12,15:10:00
1.648,2007-05-12,15:20:00
1.34,2007-05-12,15:30:00
1.464,2007-05-12,15:40:00
1.358,2007-05-12,15:50:00
1.34,2007-05-12,16:00:00
1.334,2007-05-12,16:10:00
1.276,2007-05-12,16:20:00
1.286,2007-05-12,16:30:00
1.278,2007-05-12,16:40:00
1.258,2007-05-12,16:50:00
1.244,2007-05-12,17:00:00
1.28,2007-05-12,17:10:00
1.26,2007-05-12,17:20:00
1.264,2007-05-12,17:30:00
0.226,2007-05-12,17:40:00
0.158,2007-05-12,17:50:00
0.344,2007-05-12,18:00:00
0.332,2007-05-12,18:10:00
0.576,2007-05-12,18:20:00
0.482,2007-05-12,18:30:00
1.378,2007-05-12,18:40:00
1.526,2007-05-12,18:50:00
1.55,2007-05-12,19:00:00
1.788,2007-05-12,19:10:00
1.934,2007-05-12,19:20:00
3.798,2007-05-12,19:30:00
1.684,2007-05-12,19:40:00
1.674,2007-05-12,19:50:00
1.306,2007-05-12,20:00:00
0.708,2007-05-12,20:10:00
0.622,2007-05-12,20:20:00
0.68,2007-05-12,20:30:00
1.962,2007-05-12,20:40:00
2.384,2007-05-12,20:50:00
4.756,2007-05-12,21:00:00
2.522,2007-05-12,21:10:00
2.056,2007-05-12,21:20:00
2.068,2007-05-12,21:30:00
2.87,2007-05-12,21:40:00
4.182,2007-05-12,21:50:00
2.004,2007-05-12,22:00:00
1.526,2007-05-12,22:10:00
0.64,2007-05-12,22:20:00
0.736,2007-05-12,22:30:00
0.794,2007-05-12,22:40:00
0.7,2007-05-12,22:50:00
0.564,2007-05-12,23:00:00
0.752,2007-05-12,23:10:00
0.638,2007-05-12,23:20:00
0.504,2007-05-12,23:30:00
0.412,2007-05-12,23:40:00
0.344,2007-05-12,23:50:00
0.408,2007-06-01,00:00:00
0.466,2007-06-01,00:10:00
0.448,2007-06-01,00:20:00
0.306,2007-06-01,00:30:00
0.212,2007-06-01,00:40:00
0.21,2007-06-01,00:50:00
0.38,2007-06-01,01:00:00
0.3,2007-06-01,01:10:00
0.298,2007-06-01,01:20:00
0.206,2007-06-01,01:30:00
0.372,2007-06-01,01:40:00
0.412,2007-06-01,01:50:00
0.378,2007-06-01,02:00:00
0.302,2007-06-01,02:10:00
0.208,2007-06-01,02:20:00
0.276,2007-06-01,02:30:00
0.316,2007-06-01,02:40:00
0.304,2007-06-01,02:50:00
0.3,2007-06-01,03:00:00
0.282,2007-06-01,03:10:00
0.296,2007-06-01,03:20:00
0.388,2007-06-01,03:30:00
0.376,2007-06-01,03:40:00
0.378,2007-06-01,03:50:00
0.276,2007-06-01,04:00:00
0.208,2007-06-01,04:10:00
0.31,2007-06-01,04:20:00
0.302,2007-06-01,04:30:00
0.282,2007-06-01,04:40:00
0.206,2007-06-01,04:50:00
0.314,2007-06-01,05:00:00
0.386,2007-06-01,05:10:00
0.448,2007-06-01,05:20:00
0.274,2007-06-01,05:30:00
0.206,2007-06-01,05:40:00
0.312,2007-06-01,05:50:00
0.312,2007-06-01,06:00:00
0.444,2007-06-01,06:10:00
1.368,2007-06-01,06:20:00
2.966,2007-06-01,06:30:00
1.998,2007-06-01,06:40:00
1.732,2007-06-01,06:50:00
1.516,2007-06-01,07:00:00
2.668,2007-06-01,07:10:00
2.172,2007-06-01,07:20:00
2.022,2007-06-01,07:30:00
1.38,2007-06-01,07:40:00
1.284,2007-06-01,07:50:00
1.232,2007-06-01,08:00:00
1.33,2007-06-01,08:10:00
1.32,2007-06-01,08:20:00
1.326,2007-06-01,08:30:00
1.374,2007-06-01,08:40:00
1.296,2007-06-01,08:50:00
1.33,2007-06-01,09:00:00
1.314,2007-06-01,09:10:00
1.29,2007-06-01,09:20:00
1.268,2007-06-01,09:30:00
1.2,2007-06-01,09:40:00
1.288,2007-06-01,09:50:00
1.296,2007-06-01,10:00:00
1.274,2007-06-01,10:10:00
1.206,2007-06-01,10:20:00
1.396,2007-06-01,10:30:00
1.376,2007-06-01,10:40:00
1.384,2007-06-01,10:50:00
1.29,2007-06-01,11:00:00
1.214,2007-06-01,11:10:00
1.312,2007-06-01,11:20:00
1.31,2007-06-01,11:30:00
1.33,2007-06-01,11:40:00
1.232,2007-06-01,11:50:00
1.224,2007-06-01,12:00:00
1.32,2007-06-01,12:10:00
1.408,2007-06-01,12:20:00
1.364,2007-06-01,12:30:00
1.248,2007-06-01,12:40:00
1.342,2007-06-01,12:50:00
0.316,2007-06-01,13:00:00
0.388,2007-06-01,13:10:00
0.286,2007-06-01,13:20:00
0.218,2007-06-01,13:30:00
0.324,2007-06-01,13:40:00
0.314,2007-06-01,13:50:00
0.288,2007-06-01,14:00:00
0.3,2007-06-01,14:10:00
0.292,2007-06-01,14:20:00
0.318,2007-06-01,14:30:00
0.312,2007-06-01,14:40:00
0.29,2007-06-01,14:50:00
0.218,2007-06-01,15:00:00
0.268,2007-06-01,15:10:00
0.318,2007-06-01,15:20:00
0.388,2007-06-01,15:30:00
0.29,2007-06-01,15:40:00
0.22,2007-06-01,15:50:00
0.416,2007-06-01,16:00:00
0.392,2007-06-01,16:10:00
0.364,2007-06-01,16:20:00
0.22,2007-06-01,16:30:00
0.218,2007-06-01,16:40:00
0.322,2007-06-01,16:50:00
0.312,2007-06-01,17:00:00
0.284,2007-06-01,17:10:00
0.216,2007-06-01,17:20:00
0.218,2007-06-01,17:30:00
0.32,2007-06-01,17:40:00
0.534,2007-06-01,17:50:00
0.426,2007-06-01,18:00:00
0.348,2007-06-01,18:10:00
0.386,2007-06-01,18:20:00
0.368,2007-06-01,18:30:00
0.42,2007-06-01,18:40:00
0.274,2007-06-01,18:50:00
0.278,2007-06-01,19:00:00
0.394,2007-06-01,19:10:00
1.85,2007-06-01,19:21:00
0.502,2007-06-01,19:31:00
0.306,2007-06-01,19:41:00
0.304,2007-06-01,19:51:00
0.418,2007-06-01,20:01:00
1.424,2007-06-01,20:11:00
1.42,2007-06-01,20:21:00
1.404,2007-06-01,20:31:00
1.242,2007-06-01,20:41:00
1.246,2007-06-01,20:51:00
1.348,2007-06-01,21:01:00
0.396,2007-06-01,21:11:00
0.408,2007-06-01,21:21:00
1.038,2007-06-01,21:31:00
1.036,2007-06-01,21:41:00
1.128,2007-06-01,21:51:00
1.126,2007-06-01,22:01:00
0.954,2007-06-01,22:11:00
1.054,2007-06-01,22:21:00
0.662,2007-06-01,22:31:00
0.562,2007-06-01,22:41:00
0.492,2007-06-01,22:51:00
0.284,2007-06-01,23:01:00
0.24,2007-06-01,23:11:00
0.222,2007-06-01,23:21:00
0.41,2007-06-01,23:31:00
0.47,2007-06-01,23:41:00
0.232,2007-06-01,23:51:00
0.392,2007-06-02,00:01:00
0.526,2007-06-02,00:11:00
0.6,2007-06-02,00:21:00
0.622,2007-06-02,00:31:00
0.368,2007-06-02,00:41:00
0.22,2007-06-02,00:51:00
0.214,2007-06-02,01:01:00
0.286,2007-06-02,01:11:00
0.404,2007-06-02,01:21:00
0.39,2007-06-02,01:31:00
0.292,2007-06-02,01:41:00
0.276,2007-06-02,01:51:00
0.284,2007-06-02,02:01:00
0.318,2007-06-02,02:11:00
0.31,2007-06-02,02:21:00
0.218,2007-06-02,02:31:00
0.296,2007-06-02,02:41:00
0.218,2007-06-02,02:51:00
0.322,2007-06-02,03:01:00
0.314,2007-06-02,03:11:00
0.306,2007-06-02,03:21:00
0.37,2007-06-02,03:31:00
0.22,2007-06-02,03:41:00
0.33,2007-06-02,03:51:00
0.314,2007-06-02,04:01:00
0.218,2007-06-02,04:11:00
0.296,2007-06-02,04:21:00
0.22,2007-06-02,04:31:00
1.368,2007-06-02,04:41:00
1.342,2007-06-02,04:51:00
1.24,2007-06-02,05:01:00
1.412,2007-06-02,05:11:00
1.324,2007-06-02,05:21:00
0.366,2007-06-02,05:31:00
0.318,2007-06-02,05:41:00
0.222,2007-06-02,05:51:00
0.302,2007-06-02,06:01:00
0.226,2007-06-02,06:11:00
0.228,2007-06-02,06:21:00
0.322,2007-06-02,06:31:00
0.25,2007-06-02,06:41:00
0.294,2007-06-02,06:51:00
0.222,2007-06-02,07:01:00
0.3,2007-06-02,07:11:00
0.392,2007-06-02,07:21:00
0.306,2007-06-02,07:31:00
3.322,2007-06-02,07:41:00
0.282,2007-06-02,07:51:00
0.278,2007-06-02,08:01:00
0.39,2007-06-02,08:11:00
0.312,2007-06-02,08:21:00
0.408,2007-06-02,08:31:00
0.568,2007-06-02,08:41:00
0.344,2007-06-02,08:51:00
0.822,2007-06-02,09:01:00
2.298,2007-06-02,09:11:00
4.296,2007-06-02,09:21:00
2.172,2007-06-02,09:31:00
2.096,2007-06-02,09:41:00
2.094,2007-06-02,09:51:00
2.114,2007-06-02,10:01:00
1.02,2007-06-02,10:11:00
1.074,2007-06-02,10:21:00
1.018,2007-06-02,10:31:00
1.03,2007-06-02,10:41:00
1.4,2007-06-02,10:51:00
2.64,2007-06-02,11:01:00
3.47,2007-06-02,11:11:00
1.416,2007-06-02,11:21:00
1.344,2007-06-02,11:31:00
1.086,2007-06-02,11:41:00
2.654,2007-06-02,11:51:00
0.218,2007-06-02,12:01:00
0.29,2007-06-02,12:11:00
0.282,2007-06-02,12:21:00
0.326,2007-06-02,12:31:00
0.362,2007-06-02,12:41:00
0.58,2007-06-02,12:51:00
0.796,2007-06-02,13:01:00
0.762,2007-06-02,13:11:00
0.524,2007-06-02,13:21:00
0.524,2007-06-02,13:31:00
0.42,2007-06-02,13:41:00
0.808,2007-06-02,13:51:00
1.894,2007-06-02,14:01:00
0.64,2007-06-02,14:11:00
1.896,2007-06-02,14:21:00
1.332,2007-06-02,14:31:00
1.432,2007-06-02,14:41:00
1.338,2007-06-02,14:51:00
1.536,2007-06-02,15:01:00
1.496,2007-06-02,15:11:00
1.31,2007-06-02,15:21:00
1.318,2007-06-02,15:31:00
1.542,2007-06-02,15:41:00
1.536,2007-06-02,15:51:00
1.574,2007-06-02,16:01:00
1.44,2007-06-02,16:11:00
1.34,2007-06-02,16:21:00
1.434,2007-06-02,16:31:00
1.42,2007-06-02,16:41:00
1.422,2007-06-02,16:51:00
1.344,2007-06-02,17:01:00
3.436,2007-06-02,17:11:00
2.748,2007-06-02,17:21:00
1.778,2007-06-02,17:31:00
2.012,2007-06-02,17:41:00
3.802,2007-06-02,17:51:00
3.808,2007-06-02,18:01:00
1.698,2007-06-02,18:11:00
1.628,2007-06-02,18:21:00
1.622,2007-06-02,18:31:00
1.622,2007-06-02,18:41:00
1.516,2007-06-02,18:51:00
1.594,2007-06-02,19:01:00
3.756,2007-06-02,19:11:00
2.86,2007-06-02,19:21:00
3.694,2007-06-02,19:31:00
2.846,2007-06-02,19:41:00
3.782,2007-06-02,19:51:00
1.454,2007-06-02,20:01:00
1.416,2007-06-02,20:11:00
0.396,2007-06-02,20:21:00
0.382,2007-06-02,20:31:00
0.368,2007-06-02,20:41:00
0.362,2007-06-02,20:51:00
0.294,2007-06-02,21:01:00
0.396,2007-06-02,21:11:00
0.474,2007-06-02,21:21:00
0.442,2007-06-02,21:31:00
0.366,2007-06-02,21:41:00
0.292,2007-06-02,21:51:00
0.396,2007-06-02,22:01:00
0.454,2007-06-02,22:11:00
0.352,2007-06-02,22:21:00
0.288,2007-06-02,22:31:00
0.294,2007-06-02,22:41:00
0.298,2007-06-02,22:51:00
0.554,2007-06-02,23:01:00
0.52,2007-06-02,23:11:00
0.376,2007-06-02,23:21:00
0.3,2007-06-02,23:31:00
0.3,2007-06-02,23:41:00
0.478,2007-06-02,23:51:00
0.4,2007-06-03,00:01:00
0.852,2007-06-03,00:11:00
0.576,2007-06-03,00:21:00
0.426,2007-06-03,00:31:00
0.46,2007-06-03,00:41:00
0.532,2007-06-03,00:51:00
0.484,2007-06-03,01:01:00
0.294,2007-06-03,01:11:00
0.22,2007-06-03,01:21:00
1.266,2007-06-03,01:31:00
1.43,2007-06-03,01:41:00
1.428,2007-06-03,01:51:00
1.262,2007-06-03,02:01:00
0.222,2007-06-03,02:11:00
0.224,2007-06-03,02:21:00
0.37,2007-06-03,02:31:00
0.41,2007-06-03,02:41:00
0.4,2007-06-03,02:51:00
0.302,2007-06-03,03:01:00
0.304,2007-06-03,03:11:00
0.29,2007-06-03,03:21:00
0.324,2007-06-03,03:31:00
0.314,2007-06-03,03:41:00
0.22,2007-06-03,03:51:00
0.294,2007-06-03,04:01:00
0.22,2007-06-03,04:11:00
0.242,2007-06-03,04:21:00
0.416,2007-06-03,04:31:00
0.394,2007-06-03,04:41:00
0.366,2007-06-03,04:51:00
0.218,2007-06-03,05:01:00
0.22,2007-06-03,05:11:00
0.326,2007-06-03,05:21:00
0.318,2007-06-03,05:31:00
0.292,2007-06-03,05:41:00
0.222,2007-06-03,05:51:00
0.22,2007-06-03,06:01:00
0.22,2007-06-03,06:11:00
0.408,2007-06-03,06:21:00
0.468,2007-06-03,06:31:00
0.3,2007-06-03,06:41:00
0.258,2007-06-03,06:51:00
0.22,2007-06-03,07:01:00
0.4,2007-06-03,07:11:00
0.382,2007-06-03,07:21:00
0.218,2007-06-03,07:31:00
0.218,2007-06-03,07:41:00
0.218,2007-06-03,07:51:00
0.292,2007-06-03,08:01:00
0.384,2007-06-03,08:11:00
0.396,2007-06-03,08:21:00
1.732,2007-06-03,08:31:00
0.428,2007-06-03,08:41:00
0.35,2007-06-03,08:51:00
0.456,2007-06-03,09:01:00
0.442,2007-06-03,09:11:00
0.372,2007-06-03,09:21:00
0.4,2007-06-03,09:31:00
1.384,2007-06-03,09:41:00
1.826,2007-06-03,09:51:00
3.764,2007-06-03,10:01:00
1.77,2007-06-03,10:11:00
1.924,2007-06-03,10:21:00
1.616,2007-06-03,10:31:00
1.294,2007-06-03,10:41:00
3.628,2007-06-03,10:51:00
1.886,2007-06-03,11:01:00
3.768,2007-06-03,11:11:00
4.986,2007-06-03,11:21:00
3.164,2007-06-03,11:31:00
2.184,2007-06-03,11:41:00
3.78,2007-06-03,11:51:00
1.742,2007-06-03,12:01:00
3.396,2007-06-03,12:11:00
1.568,2007-06-03,12:21:00
1.408,2007-06-03,12:31:00
1.618,2007-06-03,12:41:00
3.404,2007-06-03,12:51:00
5.444,2007-06-03,13:01:00
3.562,2007-06-03,13:11:00
4.574,2007-06-03,13:21:00
4.434,2007-06-03,13:31:00
4.946,2007-06-03,13:41:00
1.658,2007-06-03,13:51:00
1.458,2007-06-03,14:01:00
1.36,2007-06-03,14:11:00
1.382,2007-06-03,14:21:00
1.348,2007-06-03,14:31:00
1.43,2007-06-03,14:41:00
1.47,2007-06-03,14:51:00
2.47,2007-06-03,15:01:00
0.306,2007-06-03,15:11:00
0.31,2007-06-03,15:21:00
0.584,2007-06-03,15:31:00
0.59,2007-06-03,15:41:00
1.44,2007-06-03,15:51:00
1.384,2007-06-03,16:01:00
1.372,2007-06-03,16:11:00
3.524,2007-06-03,16:21:00
0.562,2007-06-03,16:31:00
0.6,2007-06-03,16:41:00
0.364,2007-06-03,16:51:00
0.316,2007-06-03,17:01:00
0.318,2007-06-03,17:11:00
0.42,2007-06-03,17:21:00
2.014,2007-06-03,17:31:00
1.49,2007-06-03,17:41:00
1.668,2007-06-03,17:51:00
1.376,2007-06-03,18:01:00
1.442,2007-06-03,18:11:00
1.938,2007-06-03,18:21:00
1.9,2007-06-03,18:31:00
1.37,2007-06-03,18:41:00
0.45,2007-06-03,18:51:00
0.426,2007-06-03,19:01:00
1.302,2007-06-03,19:11:00
1.252,2007-06-03,19:21:00
1.244,2007-06-03,19:31:00
4.27,2007-06-03,19:41:00
1.986,2007-06-03,19:51:00
0.696,2007-06-03,20:01:00
0.79,2007-06-03,20:11:00
0.668,2007-06-03,20:21:00
1.046,2007-06-03,20:31:00
1.178,2007-06-03,20:41:00
4.384,2007-06-03,20:51:00
2.92,2007-06-03,21:01:00
2.822,2007-06-03,21:11:00
3.552,2007-06-03,21:21:00
2.492,2007-06-03,21:31:00
4.436,2007-06-03,21:41:00
4.168,2007-06-03,21:51:00
6.226,2007-06-03,22:01:00
3.918,2007-06-03,22:11:00
3.542,2007-06-03,22:21:00
2.766,2007-06-03,22:31:00
3.5,2007-06-03,22:41:00
3.094,2007-06-03,22:51:00
2.036,2007-06-03,23:01:00
2.63,2007-06-03,23:11:00
1.54,2007-06-03,23:21:00
1.97,2007-06-03,23:31:00
0.816,2007-06-03,23:41:00
1.712,2007-06-03,23:51:00
0.51,2007-06-04,00:01:00
0.292,2007-06-04,00:11:00
0.274,2007-06-04,00:21:00
0.372,2007-06-04,00:31:00
0.432,2007-06-04,00:41:00
0.288,2007-06-04,00:51:00
0.288,2007-06-04,01:01:00
0.278,2007-06-04,01:11:00
0.38,2007-06-04,01:21:00
0.432,2007-06-04,01:31:00
0.366,2007-06-04,01:41:00
0.228,2007-06-04,01:51:00
0.212,2007-06-04,02:01:00
0.288,2007-06-04,02:11:00
0.362,2007-06-04,02:21:00
0.286,2007-06-04,02:31:00
0.202,2007-06-04,02:41:00
0.214,2007-06-04,02:51:00
0.286,2007-06-04,03:01:00
1.268,2007-06-04,03:11:00
1.298,2007-06-04,03:21:00
1.298,2007-06-04,03:31:00
0.24,2007-06-04,03:41:00
0.286,2007-06-04,03:51:00
0.216,2007-06-04,04:01:00
0.406,2007-06-04,04:11:00
0.37,2007-06-04,04:21:00
0.344,2007-06-04,04:31:00
0.334,2007-06-04,04:41:00
0.286,2007-06-04,04:51:00
0.286,2007-06-04,05:01:00
0.384,2007-06-04,05:11:00
0.428,2007-06-04,05:21:00
0.264,2007-06-04,05:31:00
0.196,2007-06-04,05:41:00
0.214,2007-06-04,05:51:00
0.322,2007-06-04,06:01:00
0.382,2007-06-04,06:11:00
0.228,2007-06-04,06:21:00
0.198,2007-06-04,06:31:00
0.196,2007-06-04,06:41:00
4.452,2007-06-04,06:51:00
0.474,2007-06-04,07:01:00
0.5,2007-06-04,07:11:00
1.54,2007-06-04,07:21:00
1.62,2007-06-04,07:31:00
2.018,2007-06-04,07:41:00
3.534,2007-06-04,07:51:00
1.386,2007-06-04,08:01:00
1.368,2007-06-04,08:11:00
1.308,2007-06-04,08:21:00
1.298,2007-06-04,08:31:00
1.248,2007-06-04,08:41:00
1.326,2007-06-04,08:51:00
1.302,2007-06-04,09:01:00
1.284,2007-06-04,09:11:00
1.314,2007-06-04,09:21:00
1.182,2007-06-04,09:31:00
1.272,2007-06-04,09:41:00
1.278,2007-06-04,09:51:00
1.268,2007-06-04,10:01:00
1.194,2007-06-04,10:11:00
1.172,2007-06-04,10:21:00
1.156,2007-06-04,10:31:00
1.338,2007-06-04,10:41:00
0.348,2007-06-04,10:51:00
0.182,2007-06-04,11:01:00
0.182,2007-06-04,11:11:00
0.184,2007-06-04,11:21:00
0.26,2007-06-04,11:31:00
0.432,2007-06-04,11:41:00
0.364,2007-06-04,11:51:00
0.264,2007-06-04,12:01:00
0.258,2007-06-04,12:11:00
0.33,2007-06-04,12:21:00
0.362,2007-06-04,12:31:00
0.35,2007-06-04,12:41:00
0.254,2007-06-04,12:51:00
0.33,2007-06-04,13:01:00
0.254,2007-06-04,13:11:00
0.186,2007-06-04,13:21:00
0.288,2007-06-04,13:31:00
0.28,2007-06-04,13:41:00
0.262,2007-06-04,13:51:00
0.228,2007-06-04,14:01:00
0.184,2007-06-04,14:11:00
0.29,2007-06-04,14:21:00
0.284,2007-06-04,14:31:00
0.258,2007-06-04,14:41:00
0.188,2007-06-04,14:51:00
0.188,2007-06-04,15:01:00
0.186,2007-06-04,15:11:00
0.29,2007-06-04,15:21:00
0.436,2007-06-04,15:31:00
0.27,2007-06-04,15:41:00
0.262,2007-06-04,15:51:00
0.258,2007-06-04,16:01:00
0.366,2007-06-04,16:11:00
0.424,2007-06-04,16:21:00
0.256,2007-06-04,16:31:00
0.254,2007-06-04,16:41:00
0.254,2007-06-04,16:51:00
0.278,2007-06-04,17:01:00
0.354,2007-06-04,17:11:00
0.28,2007-06-04,17:21:00
0.188,2007-06-04,17:31:00
0.186,2007-06-04,17:41:00
0.19,2007-06-04,17:51:00
0.362,2007-06-04,18:01:00
0.284,2007-06-04,18:11:00
0.294,2007-06-04,18:21:00
3.94,2007-06-04,18:31:00
2.476,2007-06-04,18:41:00
3.544,2007-06-04,18:51:00
1.992,2007-06-04,19:01:00
3.698,2007-06-04,19:11:00
1.542,2007-06-04,19:21:00
0.568,2007-06-04,19:31:00
0.558,2007-06-04,19:41:00
0.658,2007-06-04,19:51:00
0.648,2007-06-04,20:01:00
0.558,2007-06-04,20:11:00
0.504,2007-06-04,20:21:00
0.504,2007-06-04,20:31:00
0.61,2007-06-04,20:41:00
0.688,2007-06-04,20:51:00
0.598,2007-06-04,21:01:00
0.442,2007-06-04,21:11:00
0.436,2007-06-04,21:21:00
0.43,2007-06-04,21:31:00
0.604,2007-06-04,21:41:00
0.59,2007-06-04,21:51:00
0.428,2007-06-04,22:01:00
0.42,2007-06-04,22:11:00
0.424,2007-06-04,22:21:00
0.588,2007-06-04,22:31:00
0.596,2007-06-04,22:41:00
0.534,2007-06-04,22:51:00
0.442,2007-06-04,23:01:00
0.446,2007-06-04,23:11:00
0.6,2007-06-04,23:21:00
0.63,2007-06-04,23:31:00
0.618,2007-06-04,23:41:00
0.528,2007-06-04,23:51:00
0.596,2007-06-05,00:01:00
1.272,2007-06-05,00:11:00
2.458,2007-06-05,00:21:00
1.618,2007-06-05,00:31:00
1.332,2007-06-05,00:41:00
1.402,2007-06-05,00:51:00
1.28,2007-06-05,01:01:00
1.308,2007-06-05,01:11:00
0.286,2007-06-05,01:21:00
0.188,2007-06-05,01:31:00
0.26,2007-06-05,01:41:00
0.256,2007-06-05,01:51:00
0.19,2007-06-05,02:01:00
0.288,2007-06-05,02:11:00
0.282,2007-06-05,02:21:00
0.258,2007-06-05,02:31:00
0.188,2007-06-05,02:41:00
0.188,2007-06-05,02:51:00
0.29,2007-06-05,03:01:00
0.35,2007-06-05,03:11:00
0.338,2007-06-05,03:21:00
0.27,2007-06-05,03:31:00
0.262,2007-06-05,03:41:00
0.362,2007-06-05,03:51:00
0.428,2007-06-05,04:01:00
0.324,2007-06-05,04:11:00
0.258,2007-06-05,04:21:00
0.256,2007-06-05,04:31:00
0.362,2007-06-05,04:41:00
0.358,2007-06-05,04:51:00
0.254,2007-06-05,05:01:00
0.188,2007-06-05,05:11:00
0.186,2007-06-05,05:21:00
0.188,2007-06-05,05:31:00
0.36,2007-06-05,05:41:00
0.342,2007-06-05,05:51:00
0.19,2007-06-05,06:01:00
0.19,2007-06-05,06:11:00
0.188,2007-06-05,06:21:00
2.38,2007-06-05,06:31:00
1.52,2007-06-05,06:41:00
1.372,2007-06-05,06:51:00
1.248,2007-06-05,07:01:00
1.39,2007-06-05,07:11:00
1.582,2007-06-05,07:21:00
1.43,2007-06-05,07:31:00
1.33,2007-06-05,07:41:00
1.31,2007-06-05,07:51:00
1.41,2007-06-05,08:01:00
1.328,2007-06-05,08:11:00
1.254,2007-06-05,08:21:00
1.252,2007-06-05,08:31:00
1.224,2007-06-05,08:41:00
1.288,2007-06-05,08:51:00
1.37,2007-06-05,09:01:00
1.286,2007-06-05,09:11:00
1.262,2007-06-05,09:21:00
0.19,2007-06-05,09:31:00
0.282,2007-06-05,09:41:00
0.294,2007-06-05,09:51:00
0.278,2007-06-05,10:01:00
0.198,2007-06-05,10:11:00
2.42,2007-06-05,10:21:00
2.42,2007-06-05,10:31:00
0.556,2007-06-05,10:41:00
2.62,2007-06-05,10:51:00
0.532,2007-06-05,11:01:00
2.946,2007-06-05,11:11:00
2.752,2007-06-05,11:21:00
2.868,2007-06-05,11:31:00
1.354,2007-06-05,11:41:00
0.662,2007-06-05,11:51:00
0.344,2007-06-05,12:01:00
0.344,2007-06-05,12:11:00
0.308,2007-06-05,12:21:00
0.52,2007-06-05,12:31:00
0.424,2007-06-05,12:41:00
0.254,2007-06-05,12:51:00
0.254,2007-06-05,13:01:00
0.254,2007-06-05,13:11:00
0.358,2007-06-05,13:21:00
0.344,2007-06-05,13:31:00
0.248,2007-06-05,13:41:00
0.246,2007-06-05,13:51:00
0.248,2007-06-05,14:01:00
0.366,2007-06-05,14:11:00
0.484,2007-06-05,14:21:00
0.346,2007-06-05,14:31:00
1.262,2007-06-05,14:41:00
1.276,2007-06-05,14:51:00
1.284,2007-06-05,15:01:00
0.378,2007-06-05,15:11:00
0.498,2007-06-05,15:21:00
0.396,2007-06-05,15:31:00
2.422,2007-06-05,15:41:00
0.328,2007-06-05,15:51:00
0.532,2007-06-05,16:01:00
0.7,2007-06-05,16:11:00
0.396,2007-06-05,16:21:00
0.33,2007-06-05,16:31:00
0.318,2007-06-05,16:41:00
0.366,2007-06-05,16:51:00
3.004,2007-06-05,17:01:00
0.398,2007-06-05,17:11:00
0.224,2007-06-05,17:21:00
0.192,2007-06-05,17:31:00
0.232,2007-06-05,17:41:00
0.364,2007-06-05,17:51:00
1.002,2007-06-05,18:01:00
0.19,2007-06-05,18:11:00
0.192,2007-06-05,18:21:00
0.22,2007-06-05,18:31:00
0.496,2007-06-05,18:41:00
0.69,2007-06-05,18:51:00
0.77,2007-06-05,19:01:00
3.164,2007-06-05,19:11:00
2.834,2007-06-05,19:21:00
0.652,2007-06-05,19:31:00
2.97,2007-06-05,19:41:00
0.838,2007-06-05,19:51:00
3.78,2007-06-05,20:01:00
1.66,2007-06-05,20:11:00
1.628,2007-06-05,20:21:00
2.316,2007-06-05,20:31:00
3.178,2007-06-05,20:41:00
0.794,2007-06-05,20:51:00
1.894,2007-06-05,21:01:00
0.626,2007-06-05,21:11:00
0.62,2007-06-05,21:21:00
0.632,2007-06-05,21:31:00
0.574,2007-06-05,21:41:00
0.304,2007-06-05,21:51:00
0.298,2007-06-05,22:01:00
1.286,2007-06-05,22:11:00
1.804,2007-06-05,22:21:00
2.702,2007-06-05,22:31:00
3.472,2007-06-05,22:41:00
3.596,2007-06-05,22:51:00
2.95,2007-06-05,23:01:00
4.518,2007-06-05,23:11:00
2.184,2007-06-05,23:21:00
1.786,2007-06-05,23:31:00
1.532,2007-06-05,23:41:00
1.448,2007-06-05,23:51:00
1.378,2007-06-06,00:01:00
